Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
Rallyhoodtestcases,RallyhoodTC_01,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_02,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_03,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_05,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_22,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_23,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
