Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
Rallyhoodtestcases,RallyhoodTC_01,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_02,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_03,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_05,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_22,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_23,firefox,WIN7,Fail,RH1,file://E:/HarmonyCoreiFusion/ScreenShots/Rallyhoodtestcases_RallyhoodTC_23_WIN7_firefox.png,"java.lang.AssertionError: Test case failed due to exception Failed to decode response from marionette Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-LP-322'  ip: '192.168.238.100'  os.name: 'Windows 7'  os.arch: 'amd64'  os.version: '6.1'  java.version: '1.8.0_151' Driver info: org.openqa.selenium.firefox.FirefoxDriver Capabilities [{moz:profile=C:\Users\mbaragapu\AppData\Local\Temp\rust_mozprofile.6C5jYQaqt8k8  rotatable=false  timeouts={implicit=0  pageLoad=300000  script=30000}  pageLoadStrategy=normal  moz:headless=false  platform=XP  moz:accessibilityChecks=false  acceptInsecureCerts=true  browserVersion=58.0  platformVersion=6.1  moz:processID=8136  browserName=firefox  javascriptEnabled=true  platformName=XP  moz:webdriverClick=true}] Session ID: db1974b7-0e8e-44e1-89c5-4d40c4ca6923 expected [true] but found [false]",Smoke
