Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
Rallyhoodtestcases,RallyhoodTC_07,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_08,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_09,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_10,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_26,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_27,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_28,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_29,chrome,WIN7,Skipped,NA,NA,"NA",Smoke
