Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
Rallyhoodtestcases,RallyhoodTC_01,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_02,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_03,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_05,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_06,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_14,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_22,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_23,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_24,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
Rallyhoodtestcases,RallyhoodTC_25,firefox,WIN7,Pass,RH1,NA,"NA",Smoke
